Name,Start Date,End Date,Wind Speed
Name,Start Date,End Date,Wind Speed
Faxai - Tropical Storm (2007),26/10/2007,27/10/2007,40
Fengshen - Tropical Storm (2014),7/09/2014,9/09/2014,60
Fitow - Tropical Storm (2001),29/08/2001,31/08/2001,40
Francisco - Tropical Storm (2007),23/09/2007,25/09/2007,45
Fung wong - Tropical Storm (2014),17/09/2014,23/09/2014,50
Hagibis - Tropical Storm (2014),14/06/2014,17/06/2014,45
Hagupit - Tropical Storm (2002),11/09/2002,12/09/2002,45
Haima - Tropical Storm (2011),16/06/2011,24/06/2011,35
Haitang - Tropical Storm (2011),24/09/2011,26/09/2011,35
Hank - Tropical Storm (1997),3/10/1997,3/10/1997,40
Hannah - Tropical Storm (1997),19/01/1997,24/01/1997,50
Jebi - Tropical Storm (2013),31/07/2013,3/08/2013,60
Jelawat - Tropical Storm (2006),26/06/2006,29/06/2006,45
Jimmy - Tropical Storm (1997),22/04/1997,25/04/1997,50
Kaemi - Tropical Storm (2000),20/08/2000,22/08/2000,45
Kajiki - Tropical Storm (2014),30/01/2014,1/02/2014,35
Kajiki - Tropical Storm (2001),5/12/2001,9/12/2001,35
Kammuri - Tropical Storm (2014),24/09/2014,29/09/2014,55
Kammuri - Tropical Storm (2002),2/08/2002,5/08/2002,45
Kelly - Tropical Storm (1997),7/05/1997,10/05/1997,45
Kompasu - Tropical Storm (2004),13/07/2004,16/07/2004,45
Kong rey - Tropical Storm (2013),26/08/2013,31/08/2013,55
Kulap - Tropical Storm (2011),7/09/2011,10/09/2011,45
Leepi - Tropical Storm (2013),17/06/2013,20/06/2013,35
Levi - Tropical Storm (1997),25/05/1997,30/05/1997,45
Linfa - Tropical Storm (2003),25/05/2003,30/05/2003,60
Lingling - Tropical Storm (2007),12/10/2007,13/10/2007,40
Lingling - Tropical Storm (2014),18/01/2014,19/01/2014,35
Lionrock - Tropical Storm (2010),27/08/2010,2/09/2010,55
Longwang - Tropical Storm (2000),18/05/2000,19/05/2000,40
Lowell - Tropical Storm (2002) - Western Pacific,24/10/2002,28/10/2002,45
Malakas - Tropical Storm (2004),10/08/2004,12/08/2004,35
Malou - Tropical Storm (2010),2/09/2010,7/09/2010,45
Man yi - Tropical Storm (2013),12/09/2013,16/09/2013,60
Mangkhut - Tropical Storm (2013),5/08/2013,7/08/2013,40
Maria - Tropical Storm (2000),28/08/2000,1/09/2000,55
Marty - Tropical Storm (2003),19/09/2003,19/09/2003,40
Maysak - Tropical Storm (2002),28/10/2002,29/10/2002,55
Meari - Tropical Storm (2011),21/06/2011,27/06/2011,60
Mekkhala - Tropical Storm (2002),23/09/2002,27/09/2002,55
Mindulle - Tropical Storm (2010),22/08/2010,24/08/2010,60
Nakri - Tropical Storm (2002),8/07/2002,13/07/2002,40
Nakri - Tropical Storm (2014),2/08/2014,3/08/2014,40
Namtheun - Tropical Storm (2010),30/08/2010,1/09/2010,40
Nangka - Tropical Storm (2003),1/06/2003,3/06/2003,50
Noru - Tropical Storm (2004),17/12/2004,21/12/2004,55
Noru - Tropical Storm (2011),3/09/2011,6/09/2011,45
Octave - Tropical Storm (2001),1/11/2001,1/11/2001,60
Omais - Tropical Storm (2010),21/03/2010,26/03/2010,50
Peipah - Tropical Storm (2014),3/04/2014,10/04/2014,35
Rumbia - Tropical Storm (2000),28/11/2000,6/12/2000,50
Rumbia - Tropical Storm (2006),4/10/2006,6/10/2006,45
Sarika - Tropical Storm (2011),9/06/2011,11/06/2011,35
Sarika - Tropical Storm (2004),4/09/2004,7/09/2004,60
Scott - Tropical Storm (1997),27/07/1997,2/08/1997,55
Sepat - Tropical Storm (2013),30/09/2013,2/10/2013,35
Sepat - Tropical Storm (2001),27/08/2001,30/08/2001,45
Sonamu - Tropical Storm (2006),13/08/2006,16/08/2006,45
Sonamu - Tropical Storm (2013),3/01/2013,8/01/2013,45
Soulik - Tropical Storm (2000),29/12/2000,31/12/2000,55
Talas - Tropical Storm (2004),10/12/2004,19/12/2004,45
Talas - Tropical Storm (2011),25/08/2011,4/09/2011,55
Tapah - Tropical Storm (2007),11/11/2007,12/11/2007,35
Tembin - Tropical Storm (2000),17/07/2000,21/07/2000,45
Thirty - Tropical Storm (2013),3/11/2013,6/11/2013,35
Toraji - Tropical Storm (2007),5/07/2007,5/07/2007,35
Toraji - Tropical Storm (2013),1/09/2013,4/09/2013,50
Trami - Tropical Storm (2001),9/07/2001,12/07/2001,35
Two - Tropical Storm (2010),21/03/2010,24/03/2010,40
Unala - Tropical Storm (2013) - Western Pacific,19/08/2013,19/08/2013,35
Usagi - Tropical Storm (2001),9/08/2001,10/08/2001,40
Vamco - Tropical Storm (2003),19/08/2003,20/08/2003,35
Victor - Tropical Storm (1997),31/07/1997,3/08/1997,55
Vongfong - Tropical Storm (2002),15/08/2002,20/08/2002,55
Washi - Tropical Storm (2011),13/12/2011,19/12/2011,55
Wene - Tropical Storm (2000) - Western Pacific,15/08/2000,16/08/2000,40
Wukong - Tropical Storm (2006),12/08/2006,19/08/2006,50
Wutip - Tropical Storm (2007),7/08/2007,9/08/2007,40
Yagi - Tropical Storm (2013),8/06/2013,12/06/2013,55
Yanyan - Tropical Storm (2003),18/01/2003,21/01/2003,50
Yule - Tropical Storm (1997),16/08/1997,23/08/1997,55
Aere - Typhoon (2004),19/08/2004,26/08/2004,85
Amber - Typhoon (1997),21/08/1997,29/08/1997,110
Bavi - Typhoon (2002),9/10/2002,14/10/2002,70
Bebinca - Typhoon (2000),1/11/2000,6/11/2000,90
Conson - Typhoon (2004),4/06/2004,11/06/2004,95
Conson - Typhoon (2010),11/07/2010,17/07/2010,75
Ele - Typhoon (2002),30/08/2002,10/09/2002,115
Fitow - Typhoon (2013),30/09/2013,6/10/2013,90
Fitow - Typhoon (2007),28/08/2007,7/09/2007,85
Haiyan - Typhoon (2001),11/10/2001,17/10/2001,90
Kirogi - Typhoon (2000),2/07/2000,8/07/2000,115
Kompasu - Typhoon (2010),30/08/2010,2/09/2010,100
Koni - Typhoon (2003),18/07/2003,22/07/2003,65
Koppu - Typhoon (2003),24/09/2003,30/09/2003,80
Krosa - Typhoon (2013),29/10/2013,4/11/2013,100
Krosa - Typhoon (2001),3/10/2001,9/10/2001,105
Linda - Typhoon (1997),31/10/1997,3/11/1997,65
Lingling - Typhoon (2001),6/11/2001,12/11/2001,115
Ma on - Typhoon (2011),11/07/2011,22/07/2011,115
Man yi - Typhoon (2001),1/08/2001,8/08/2001,115
Maria - Typhoon (2006),5/08/2006,9/08/2006,65
Marie - Typhoon (1997),26/05/1997,2/06/1997,90
Meari - Typhoon (2004),20/09/2004,29/09/2004,120
Megi - Typhoon (2004),14/08/2004,19/08/2004,65
Melor - Typhoon (2003),30/10/2003,4/11/2003,75
Meranti - Typhoon (2010),8/09/2010,10/09/2010,65
Meranti - Typhoon (2004),3/08/2004,8/08/2004,90
Muifa - Typhoon (2004),14/11/2004,26/11/2004,115
Nari - Typhoon (2013),9/10/2013,15/10/2013,105
Nari - Typhoon (2007),12/09/2007,16/09/2007,120
Nari - Typhoon (2001),6/09/2001,21/09/2001,100
Omais - Typhoon (2004),17/05/2004,22/05/2004,65
Opal - Typhoon (1997),16/06/1997,21/06/1997,90
Pabuk - Typhoon (2001),14/08/2001,22/08/2001,95
Pabuk - Typhoon (2013),21/09/2013,26/09/2013,90
Pabuk - Typhoon (2007),5/08/2007,9/08/2007,65
Rammasun - Typhoon (2002),28/06/2002,6/07/2002,110
Rananim - Typhoon (2004),7/08/2004,13/08/2004,90
Roke - Typhoon (2011),11/09/2011,21/09/2011,115
Shanshan - Typhoon (2006),10/09/2006,17/09/2006,120
Soudelor - Typhoon (2003),11/06/2003,19/06/2003,115
Tapah - Typhoon (2014),27/04/2014,1/05/2014,65
Tina - Typhoon (1997),30/07/1997,9/08/1997,95
Tingting - Typhoon (2004),25/06/2004,3/07/2004,80
Trami - Typhoon (2013),17/08/2013,21/08/2013,75
Usagi - Typhoon (2007),28/07/2007,3/08/2007,120
Vipa - Typhoon (2001),17/09/2001,21/09/2001,75
Wipha - Typhoon (2013),10/10/2013,15/10/2013,115
Xangsane - Typhoon (2000),25/10/2000,1/11/2000,90
Yagi - Typhoon (2000),22/10/2000,27/10/2000,105
Yutu - Typhoon (2001),22/07/2001,26/07/2001,85
Zita - Typhoon (1997),21/08/1997,23/08/1997,75
Chaba - Typhoon (2010),26/10/2010,30/10/2010,115
Chan hom - Typhoon (2003),19/05/2003,27/05/2003,115
Chanthu - Typhoon (2004),9/06/2004,13/06/2004,75
Chanthu - Typhoon (2010),18/07/2010,22/07/2010,75
Chebi - Typhoon (2006),9/11/2006,14/11/2006,115
Chebi - Typhoon (2001),19/06/2001,24/06/2001,100
Danas - Typhoon (2001),3/09/2001,12/09/2001,115
David - Typhoon (1997),11/09/1997,20/09/1997,95
Durian - Typhoon (2001),29/06/2001,2/07/2001,75
Etau - Typhoon (2003),3/08/2003,9/08/2003,110
Ewiniar - Typhoon (2000),9/08/2000,18/08/2000,75
Fanapi - Typhoon (2010),14/09/2010,20/09/2010,105
Faxai - Typhoon (2014),28/02/2014,6/03/2014,75
Francisco - Typhoon (2001),19/09/2001,25/09/2001,100
Fritz - Typhoon (1997),20/09/1997,25/09/1997,75
Fung wong - Typhoon (2002),20/07/2002,27/07/2002,65
Hagibis - Typhoon (2007),18/11/2007,27/11/2007,85
Haishen - Typhoon (2002),20/11/2002,24/11/2002,95
Huko - Typhoon (2002),24/10/2002,7/11/2002,75
Kaemi - Typhoon (2006),22/07/2006,25/07/2006,85
Kai tak - Typhoon (2000),4/07/2000,10/07/2000,75
Kajiki - Typhoon (2007),19/10/2007,21/10/2007,110
Kalmaegi - Typhoon (2014),10/09/2014,16/09/2014,70
Kong rey - Typhoon (2001),21/07/2001,28/07/2001,85
Kong rey - Typhoon (2007),31/03/2007,5/04/2007,90
Krovanh - Typhoon (2003),15/08/2003,25/08/2003,90
Lekima - Typhoon (2001),22/09/2001,29/09/2001,95
Lekima - Typhoon (2007),30/09/2007,3/10/2007,70
Malakas - Typhoon (2010),20/09/2010,25/09/2010,90
Matmo - Typhoon (2014),17/07/2014,23/07/2014,85
Merbok - Typhoon (2011),3/08/2011,8/08/2011,80
Mitag - Typhoon (2007),20/11/2007,27/11/2007,95
Morakot - Typhoon (2003),1/08/2003,5/08/2003,65
Mort - Typhoon (1997),10/11/1997,16/11/1997,65
Namtheun - Typhoon (2004),25/07/2004,1/08/2004,115
Nepartak - Typhoon (2003),13/11/2003,19/11/2003,75
Nesat - Typhoon (2011),23/09/2011,30/09/2011,105
Nock ten - Typhoon (2004),14/10/2004,26/10/2004,110
Nock ten - Typhoon (2011),24/07/2011,30/07/2011,65
Noguri - Typhoon (2002),6/06/2002,11/06/2002,85
Peipah - Typhoon (2007),3/11/2007,9/11/2007,75
Peter - Typhoon (1997),23/06/1997,29/06/1997,65
Pewa - Typhoon (2013),18/08/2013,25/08/2013,65
Prapiroon - Typhoon (2000),26/08/2000,1/09/2000,85
Prapiroon - Typhoon (2006),31/07/2006,3/08/2006,70
Rumbia - Typhoon (2013),28/06/2013,2/07/2013,65
Rusa - Typhoon (2002),22/08/2002,1/09/2002,115
Sinlaku - Typhoon (2002),28/08/2002,8/09/2002,115
Sonamu - Typhoon (2000),14/09/2000,14/09/2000,75
Sonca - Typhoon (2011),14/09/2011,20/09/2011,85
Soulik - Typhoon (2006),9/10/2006,15/10/2006,90
Soulik - Typhoon (2001),31/12/2000,4/01/2001,115
Toraji - Typhoon (2001),25/07/2001,31/07/2001,100
Utor - Typhoon (2006),7/12/2006,14/12/2006,100
Utor - Typhoon (2001),1/07/2001,6/07/2001,80
Vamei - Typhoon (2001),27/12/2001,28/12/2001,75
Wukong - Typhoon (2000),5/09/2000,10/09/2000,95
Wutip - Typhoon (2013),26/09/2013,30/09/2013,90
#13 - Typhoon (2008),16/08/2008,23/08/2008,100
#15 - Typhoon (2008),7/09/2008,21/09/2008,125
#18 - Typhoon (2008),17/09/2008,25/09/2008,125
#2 - Typhoon (2008),13/04/2008,19/04/2008,100
#27 - Typhoon (2008),8/12/2008,18/12/2008,85
#5 - Typhoon (2008),14/05/2008,20/05/2008,75
#6 - Typhoon (2008),26/05/2008,3/06/2008,125
#7 - Typhoon (2008),17/06/2008,25/06/2008,110
#8 - Typhoon (2008),11/07/2008,20/07/2008,90
#9 - Typhoon (2008),23/07/2008,29/07/2008,95
Choi wan - Typhoon (2003),17/09/2003,22/09/2003,95
